id,account_code,account_name,account_type,sub_type,parent_code,description,normal_balance,is_active,is_header,currency,created_at
394,70313,Route Ancillary Revenue - ORD-SFO,Revenue,Revenue,4430,Detailed revenue reporting for route ORD-SFO,Credit,1,0,USD,2023-01-01 09:00:00
395,70314,CC-FLT-100 Direct Expense,Expense,Expense,5950,Detailed direct operating expense for CC-FLT-100,Debit,1,0,USD,2023-01-01 09:00:00
396,70315,CC-FLT-100 Accrued Expense Clearing,Liability,Liability,2200,Accrued expense clearing account for CC-FLT-100,Credit,1,0,USD,2023-01-01 09:00:00
397,70316,CC-FLT-100 Budget Variance Clearing,Other,Other,6000,Budget variance tracking for CC-FLT-100,Debit,1,0,USD,2023-01-01 09:00:00
398,70317,CC-FLT-105 Direct Expense,Expense,Expense,5950,Detailed direct operating expense for CC-FLT-105,Debit,1,0,USD,2023-01-01 09:00:00
399,70318,CC-FLT-105 Accrued Expense Clearing,Liability,Liability,2200,Accrued expense clearing account for CC-FLT-105,Credit,1,0,USD,2023-01-01 09:00:00
400,70319,CC-FLT-105 Budget Variance Clearing,Other,Other,6000,Budget variance tracking for CC-FLT-105,Debit,1,0,USD,2023-01-01 09:00:00
401,70320,CC-FLT-110 Direct Expense,Expense,Expense,5950,Detailed direct operating expense for CC-FLT-110,Debit,1,0,USD,2023-01-01 09:00:00
402,70321,CC-FLT-110 Accrued Expense Clearing,Liability,Liability,2200,Accrued expense clearing account for CC-FLT-110,Credit,1,0,USD,2023-01-01 09:00:00
403,70322,CC-FLT-110 Budget Variance Clearing,Other,Other,6000,Budget variance tracking for CC-FLT-110,Debit,1,0,USD,2023-01-01 09:00:00
404,70323,CC-FLT-115 Direct Expense,Expense,Expense,5950,Detailed direct operating expense for CC-FLT-115,Debit,1,0,USD,2023-01-01 09:00:00
405,70324,CC-FLT-115 Accrued Expense Clearing,Liability,Liability,2200,Accrued expense clearing account for CC-FLT-115,Credit,1,0,USD,2023-01-01 09:00:00
406,70325,CC-FLT-115 Budget Variance Clearing,Other,Other,6000,Budget variance tracking for CC-FLT-115,Debit,1,0,USD,2023-01-01 09:00:00
407,70326,CC-FLT-120 Direct Expense,Expense,Expense,5950,Detailed direct operating expense for CC-FLT-120,Debit,1,0,USD,2023-01-01 09:00:00
408,70327,CC-FLT-120 Accrued Expense Clearing,Liability,Liability,2200,Accrued expense clearing account for CC-FLT-120,Credit,1,0,USD,2023-01-01 09:00:00
409,70328,CC-FLT-120 Budget Variance Clearing,Other,Other,6000,Budget variance tracking for CC-FLT-120,Debit,1,0,USD,2023-01-01 09:00:00
410,70329,CC-FLT-125 Direct Expense,Expense,Expense,5950,Detailed direct operating expense for CC-FLT-125,Debit,1,0,USD,2023-01-01 09:00:00
411,70330,CC-FLT-125 Accrued Expense Clearing,Liability,Liability,2200,Accrued expense clearing account for CC-FLT-125,Credit,1,0,USD,2023-01-01 09:00:00
412,70331,CC-FLT-125 Budget Variance Clearing,Other,Other,6000,Budget variance tracking for CC-FLT-125,Debit,1,0,USD,2023-01-01 09:00:00
413,70332,CC-FLT-130 Direct Expense,Expense,Expense,5950,Detailed direct operating expense for CC-FLT-130,Debit,1,0,USD,2023-01-01 09:00:00
414,70333,CC-FLT-130 Accrued Expense Clearing,Liability,Liability,2200,Accrued expense clearing account for CC-FLT-130,Credit,1,0,USD,2023-01-01 09:00:00
415,70334,CC-FLT-130 Budget Variance Clearing,Other,Other,6000,Budget variance tracking for CC-FLT-130,Debit,1,0,USD,2023-01-01 09:00:00
416,70335,CC-FLT-135 Direct Expense,Expense,Expense,5950,Detailed direct operating expense for CC-FLT-135,Debit,1,0,USD,2023-01-01 09:00:00
417,70336,CC-FLT-135 Accrued Expense Clearing,Liability,Liability,2200,Accrued expense clearing account for CC-FLT-135,Credit,1,0,USD,2023-01-01 09:00:00
418,70337,CC-FLT-135 Budget Variance Clearing,Other,Other,6000,Budget variance tracking for CC-FLT-135,Debit,1,0,USD,2023-01-01 09:00:00
419,70338,CC-FLT-140 Direct Expense,Expense,Expense,5950,Detailed direct operating expense for CC-FLT-140,Debit,1,0,USD,2023-01-01 09:00:00
420,70339,CC-FLT-140 Accrued Expense Clearing,Liability,Liability,2200,Accrued expense clearing account for CC-FLT-140,Credit,1,0,USD,2023-01-01 09:00:00
421,70340,CC-FLT-140 Budget Variance Clearing,Other,Other,6000,Budget variance tracking for CC-FLT-140,Debit,1,0,USD,2023-01-01 09:00:00
422,70341,CC-FLT-145 Direct Expense,Expense,Expense,5950,Detailed direct operating expense for CC-FLT-145,Debit,1,0,USD,2023-01-01 09:00:00
423,70342,CC-FLT-145 Accrued Expense Clearing,Liability,Liability,2200,Accrued expense clearing account for CC-FLT-145,Credit,1,0,USD,2023-01-01 09:00:00
424,70343,CC-FLT-145 Budget Variance Clearing,Other,Other,6000,Budget variance tracking for CC-FLT-145,Debit,1,0,USD,2023-01-01 09:00:00
425,70344,CC-FLT-150 Direct Expense,Expense,Expense,5950,Detailed direct operating expense for CC-FLT-150,Debit,1,0,USD,2023-01-01 09:00:00
426,70345,CC-FLT-150 Accrued Expense Clearing,Liability,Liability,2200,Accrued expense clearing account for CC-FLT-150,Credit,1,0,USD,2023-01-01 09:00:00
427,70346,CC-FLT-150 Budget Variance Clearing,Other,Other,6000,Budget variance tracking for CC-FLT-150,Debit,1,0,USD,2023-01-01 09:00:00
428,70347,CC-FLT-155 Direct Expense,Expense,Expense,5950,Detailed direct operating expense for CC-FLT-155,Debit,1,0,USD,2023-01-01 09:00:00
429,70348,CC-FLT-155 Accrued Expense Clearing,Liability,Liability,2200,Accrued expense clearing account for CC-FLT-155,Credit,1,0,USD,2023-01-01 09:00:00
430,70349,CC-FLT-155 Budget Variance Clearing,Other,Other,6000,Budget variance tracking for CC-FLT-155,Debit,1,0,USD,2023-01-01 09:00:00
431,70350,CC-FLT-160 Direct Expense,Expense,Expense,5950,Detailed direct operating expense for CC-FLT-160,Debit,1,0,USD,2023-01-01 09:00:00
432,70351,CC-FLT-160 Accrued Expense Clearing,Liability,Liability,2200,Accrued expense clearing account for CC-FLT-160,Credit,1,0,USD,2023-01-01 09:00:00
433,70352,CC-FLT-160 Budget Variance Clearing,Other,Other,6000,Budget variance tracking for CC-FLT-160,Debit,1,0,USD,2023-01-01 09:00:00
434,70353,CC-FLT-165 Direct Expense,Expense,Expense,5950,Detailed direct operating expense for CC-FLT-165,Debit,1,0,USD,2023-01-01 09:00:00
435,70354,CC-FLT-165 Accrued Expense Clearing,Liability,Liability,2200,Accrued expense clearing account for CC-FLT-165,Credit,1,0,USD,2023-01-01 09:00:00
436,70355,CC-FLT-165 Budget Variance Clearing,Other,Other,6000,Budget variance tracking for CC-FLT-165,Debit,1,0,USD,2023-01-01 09:00:00
437,70356,CC-FLT-170 Direct Expense,Expense,Expense,5950,Detailed direct operating expense for CC-FLT-170,Debit,1,0,USD,2023-01-01 09:00:00
438,70357,CC-FLT-170 Accrued Expense Clearing,Liability,Liability,2200,Accrued expense clearing account for CC-FLT-170,Credit,1,0,USD,2023-01-01 09:00:00
439,70358,CC-FLT-170 Budget Variance Clearing,Other,Other,6000,Budget variance tracking for CC-FLT-170,Debit,1,0,USD,2023-01-01 09:00:00
440,70359,CC-FLT-175 Direct Expense,Expense,Expense,5950,Detailed direct operating expense for CC-FLT-175,Debit,1,0,USD,2023-01-01 09:00:00
441,70360,CC-FLT-175 Accrued Expense Clearing,Liability,Liability,2200,Accrued expense clearing account for CC-FLT-175,Credit,1,0,USD,2023-01-01 09:00:00
442,70361,CC-FLT-175 Budget Variance Clearing,Other,Other,6000,Budget variance tracking for CC-FLT-175,Debit,1,0,USD,2023-01-01 09:00:00
443,70362,CC-FLT-180 Direct Expense,Expense,Expense,5950,Detailed direct operating expense for CC-FLT-180,Debit,1,0,USD,2023-01-01 09:00:00
444,70363,CC-FLT-180 Accrued Expense Clearing,Liability,Liability,2200,Accrued expense clearing account for CC-FLT-180,Credit,1,0,USD,2023-01-01 09:00:00
445,70364,CC-FLT-180 Budget Variance Clearing,Other,Other,6000,Budget variance tracking for CC-FLT-180,Debit,1,0,USD,2023-01-01 09:00:00
446,70365,CC-FLT-185 Direct Expense,Expense,Expense,5950,Detailed direct operating expense for CC-FLT-185,Debit,1,0,USD,2023-01-01 09:00:00
447,70366,CC-FLT-185 Accrued Expense Clearing,Liability,Liability,2200,Accrued expense clearing account for CC-FLT-185,Credit,1,0,USD,2023-01-01 09:00:00
448,70367,CC-FLT-185 Budget Variance Clearing,Other,Other,6000,Budget variance tracking for CC-FLT-185,Debit,1,0,USD,2023-01-01 09:00:00
449,70368,CC-FLT-190 Direct Expense,Expense,Expense,5950,Detailed direct operating expense for CC-FLT-190,Debit,1,0,USD,2023-01-01 09:00:00
450,70369,CC-FLT-190 Accrued Expense Clearing,Liability,Liability,2200,Accrued expense clearing account for CC-FLT-190,Credit,1,0,USD,2023-01-01 09:00:00
451,70370,CC-FLT-190 Budget Variance Clearing,Other,Other,6000,Budget variance tracking for CC-FLT-190,Debit,1,0,USD,2023-01-01 09:00:00
452,70371,CC-FLT-195 Direct Expense,Expense,Expense,5950,Detailed direct operating expense for CC-FLT-195,Debit,1,0,USD,2023-01-01 09:00:00
453,70372,CC-FLT-195 Accrued Expense Clearing,Liability,Liability,2200,Accrued expense clearing account for CC-FLT-195,Credit,1,0,USD,2023-01-01 09:00:00
454,70373,CC-FLT-195 Budget Variance Clearing,Other,Other,6000,Budget variance tracking for CC-FLT-195,Debit,1,0,USD,2023-01-01 09:00:00
455,70374,CC-MNT-100 Direct Expense,Expense,Expense,5950,Detailed direct operating expense for CC-MNT-100,Debit,1,0,USD,2023-01-01 09:00:00
456,70375,CC-MNT-100 Accrued Expense Clearing,Liability,Liability,2200,Accrued expense clearing account for CC-MNT-100,Credit,1,0,USD,2023-01-01 09:00:00
457,70376,CC-MNT-100 Budget Variance Clearing,Other,Other,6000,Budget variance tracking for CC-MNT-100,Debit,1,0,USD,2023-01-01 09:00:00
458,70377,CC-MNT-105 Direct Expense,Expense,Expense,5950,Detailed direct operating expense for CC-MNT-105,Debit,1,0,USD,2023-01-01 09:00:00
459,70378,CC-MNT-105 Accrued Expense Clearing,Liability,Liability,2200,Accrued expense clearing account for CC-MNT-105,Credit,1,0,USD,2023-01-01 09:00:00
460,70379,CC-MNT-105 Budget Variance Clearing,Other,Other,6000,Budget variance tracking for CC-MNT-105,Debit,1,0,USD,2023-01-01 09:00:00
461,70380,CC-MNT-110 Direct Expense,Expense,Expense,5950,Detailed direct operating expense for CC-MNT-110,Debit,1,0,USD,2023-01-01 09:00:00
462,70381,CC-MNT-110 Accrued Expense Clearing,Liability,Liability,2200,Accrued expense clearing account for CC-MNT-110,Credit,1,0,USD,2023-01-01 09:00:00
463,70382,CC-MNT-110 Budget Variance Clearing,Other,Other,6000,Budget variance tracking for CC-MNT-110,Debit,1,0,USD,2023-01-01 09:00:00
464,70383,CC-MNT-115 Direct Expense,Expense,Expense,5950,Detailed direct operating expense for CC-MNT-115,Debit,1,0,USD,2023-01-01 09:00:00
465,70384,CC-MNT-115 Accrued Expense Clearing,Liability,Liability,2200,Accrued expense clearing account for CC-MNT-115,Credit,1,0,USD,2023-01-01 09:00:00
466,70385,CC-MNT-115 Budget Variance Clearing,Other,Other,6000,Budget variance tracking for CC-MNT-115,Debit,1,0,USD,2023-01-01 09:00:00
467,70386,CC-MNT-120 Direct Expense,Expense,Expense,5950,Detailed direct operating expense for CC-MNT-120,Debit,1,0,USD,2023-01-01 09:00:00
468,70387,CC-MNT-120 Accrued Expense Clearing,Liability,Liability,2200,Accrued expense clearing account for CC-MNT-120,Credit,1,0,USD,2023-01-01 09:00:00
469,70388,CC-MNT-120 Budget Variance Clearing,Other,Other,6000,Budget variance tracking for CC-MNT-120,Debit,1,0,USD,2023-01-01 09:00:00
470,70389,CC-MNT-125 Direct Expense,Expense,Expense,5950,Detailed direct operating expense for CC-MNT-125,Debit,1,0,USD,2023-01-01 09:00:00
471,70390,CC-MNT-125 Accrued Expense Clearing,Liability,Liability,2200,Accrued expense clearing account for CC-MNT-125,Credit,1,0,USD,2023-01-01 09:00:00
472,70391,CC-MNT-125 Budget Variance Clearing,Other,Other,6000,Budget variance tracking for CC-MNT-125,Debit,1,0,USD,2023-01-01 09:00:00
473,70392,CC-MNT-130 Direct Expense,Expense,Expense,5950,Detailed direct operating expense for CC-MNT-130,Debit,1,0,USD,2023-01-01 09:00:00
474,70393,CC-MNT-130 Accrued Expense Clearing,Liability,Liability,2200,Accrued expense clearing account for CC-MNT-130,Credit,1,0,USD,2023-01-01 09:00:00
475,70394,CC-MNT-130 Budget Variance Clearing,Other,Other,6000,Budget variance tracking for CC-MNT-130,Debit,1,0,USD,2023-01-01 09:00:00
476,70395,CC-MNT-135 Direct Expense,Expense,Expense,5950,Detailed direct operating expense for CC-MNT-135,Debit,1,0,USD,2023-01-01 09:00:00
477,70396,CC-MNT-135 Accrued Expense Clearing,Liability,Liability,2200,Accrued expense clearing account for CC-MNT-135,Credit,1,0,USD,2023-01-01 09:00:00
478,70397,CC-MNT-135 Budget Variance Clearing,Other,Other,6000,Budget variance tracking for CC-MNT-135,Debit,1,0,USD,2023-01-01 09:00:00
479,70398,CC-MNT-140 Direct Expense,Expense,Expense,5950,Detailed direct operating expense for CC-MNT-140,Debit,1,0,USD,2023-01-01 09:00:00
480,70399,CC-MNT-140 Accrued Expense Clearing,Liability,Liability,2200,Accrued expense clearing account for CC-MNT-140,Credit,1,0,USD,2023-01-01 09:00:00
481,70400,CC-MNT-140 Budget Variance Clearing,Other,Other,6000,Budget variance tracking for CC-MNT-140,Debit,1,0,USD,2023-01-01 09:00:00
482,70401,CC-MNT-145 Direct Expense,Expense,Expense,5950,Detailed direct operating expense for CC-MNT-145,Debit,1,0,USD,2023-01-01 09:00:00
483,70402,CC-MNT-145 Accrued Expense Clearing,Liability,Liability,2200,Accrued expense clearing account for CC-MNT-145,Credit,1,0,USD,2023-01-01 09:00:00
484,70403,CC-MNT-145 Budget Variance Clearing,Other,Other,6000,Budget variance tracking for CC-MNT-145,Debit,1,0,USD,2023-01-01 09:00:00
485,70404,CC-MNT-150 Direct Expense,Expense,Expense,5950,Detailed direct operating expense for CC-MNT-150,Debit,1,0,USD,2023-01-01 09:00:00
486,70405,CC-MNT-150 Accrued Expense Clearing,Liability,Liability,2200,Accrued expense clearing account for CC-MNT-150,Credit,1,0,USD,2023-01-01 09:00:00
487,70406,CC-MNT-150 Budget Variance Clearing,Other,Other,6000,Budget variance tracking for CC-MNT-150,Debit,1,0,USD,2023-01-01 09:00:00
488,70407,CC-MNT-155 Direct Expense,Expense,Expense,5950,Detailed direct operating expense for CC-MNT-155,Debit,1,0,USD,2023-01-01 09:00:00
489,70408,CC-MNT-155 Accrued Expense Clearing,Liability,Liability,2200,Accrued expense clearing account for CC-MNT-155,Credit,1,0,USD,2023-01-01 09:00:00
490,70409,CC-MNT-155 Budget Variance Clearing,Other,Other,6000,Budget variance tracking for CC-MNT-155,Debit,1,0,USD,2023-01-01 09:00:00
491,70410,CC-MNT-160 Direct Expense,Expense,Expense,5950,Detailed direct operating expense for CC-MNT-160,Debit,1,0,USD,2023-01-01 09:00:00
492,70411,CC-MNT-160 Accrued Expense Clearing,Liability,Liability,2200,Accrued expense clearing account for CC-MNT-160,Credit,1,0,USD,2023-01-01 09:00:00
493,70412,CC-MNT-160 Budget Variance Clearing,Other,Other,6000,Budget variance tracking for CC-MNT-160,Debit,1,0,USD,2023-01-01 09:00:00
494,70413,CC-MNT-165 Direct Expense,Expense,Expense,5950,Detailed direct operating expense for CC-MNT-165,Debit,1,0,USD,2023-01-01 09:00:00
495,70414,CC-MNT-165 Accrued Expense Clearing,Liability,Liability,2200,Accrued expense clearing account for CC-MNT-165,Credit,1,0,USD,2023-01-01 09:00:00
496,70415,CC-MNT-165 Budget Variance Clearing,Other,Other,6000,Budget variance tracking for CC-MNT-165,Debit,1,0,USD,2023-01-01 09:00:00
497,70416,CC-MNT-170 Direct Expense,Expense,Expense,5950,Detailed direct operating expense for CC-MNT-170,Debit,1,0,USD,2023-01-01 09:00:00
498,70417,CC-MNT-170 Accrued Expense Clearing,Liability,Liability,2200,Accrued expense clearing account for CC-MNT-170,Credit,1,0,USD,2023-01-01 09:00:00
499,70418,CC-MNT-170 Budget Variance Clearing,Other,Other,6000,Budget variance tracking for CC-MNT-170,Debit,1,0,USD,2023-01-01 09:00:00
500,70419,CC-MNT-175 Direct Expense,Expense,Expense,5950,Detailed direct operating expense for CC-MNT-175,Debit,1,0,USD,2023-01-01 09:00:00
501,70420,CC-MNT-175 Accrued Expense Clearing,Liability,Liability,2200,Accrued expense clearing account for CC-MNT-175,Credit,1,0,USD,2023-01-01 09:00:00
502,70421,CC-MNT-175 Budget Variance Clearing,Other,Other,6000,Budget variance tracking for CC-MNT-175,Debit,1,0,USD,2023-01-01 09:00:00
503,70422,CC-MNT-180 Direct Expense,Expense,Expense,5950,Detailed direct operating expense for CC-MNT-180,Debit,1,0,USD,2023-01-01 09:00:00
504,70423,CC-MNT-180 Accrued Expense Clearing,Liability,Liability,2200,Accrued expense clearing account for CC-MNT-180,Credit,1,0,USD,2023-01-01 09:00:00
505,70424,CC-MNT-180 Budget Variance Clearing,Other,Other,6000,Budget variance tracking for CC-MNT-180,Debit,1,0,USD,2023-01-01 09:00:00
506,70425,CC-MNT-185 Direct Expense,Expense,Expense,5950,Detailed direct operating expense for CC-MNT-185,Debit,1,0,USD,2023-01-01 09:00:00
507,70426,CC-MNT-185 Accrued Expense Clearing,Liability,Liability,2200,Accrued expense clearing account for CC-MNT-185,Credit,1,0,USD,2023-01-01 09:00:00
508,70427,CC-MNT-185 Budget Variance Clearing,Other,Other,6000,Budget variance tracking for CC-MNT-185,Debit,1,0,USD,2023-01-01 09:00:00
509,70428,CC-MNT-190 Direct Expense,Expense,Expense,5950,Detailed direct operating expense for CC-MNT-190,Debit,1,0,USD,2023-01-01 09:00:00
510,70429,CC-MNT-190 Accrued Expense Clearing,Liability,Liability,2200,Accrued expense clearing account for CC-MNT-190,Credit,1,0,USD,2023-01-01 09:00:00
511,70430,CC-MNT-190 Budget Variance Clearing,Other,Other,6000,Budget variance tracking for CC-MNT-190,Debit,1,0,USD,2023-01-01 09:00:00
512,70431,CC-MNT-195 Direct Expense,Expense,Expense,5950,Detailed direct operating expense for CC-MNT-195,Debit,1,0,USD,2023-01-01 09:00:00
513,70432,CC-MNT-195 Accrued Expense Clearing,Liability,Liability,2200,Accrued expense clearing account for CC-MNT-195,Credit,1,0,USD,2023-01-01 09:00:00
514,70433,CC-MNT-195 Budget Variance Clearing,Other,Other,6000,Budget variance tracking for CC-MNT-195,Debit,1,0,USD,2023-01-01 09:00:00
515,70434,CC-AIR-100 Direct Expense,Expense,Expense,5950,Detailed direct operating expense for CC-AIR-100,Debit,1,0,USD,2023-01-01 09:00:00
516,70435,CC-AIR-100 Accrued Expense Clearing,Liability,Liability,2200,Accrued expense clearing account for CC-AIR-100,Credit,1,0,USD,2023-01-01 09:00:00
517,70436,CC-AIR-100 Budget Variance Clearing,Other,Other,6000,Budget variance tracking for CC-AIR-100,Debit,1,0,USD,2023-01-01 09:00:00
518,70437,CC-AIR-105 Direct Expense,Expense,Expense,5950,Detailed direct operating expense for CC-AIR-105,Debit,1,0,USD,2023-01-01 09:00:00
519,70438,CC-AIR-105 Accrued Expense Clearing,Liability,Liability,2200,Accrued expense clearing account for CC-AIR-105,Credit,1,0,USD,2023-01-01 09:00:00
520,70439,CC-AIR-105 Budget Variance Clearing,Other,Other,6000,Budget variance tracking for CC-AIR-105,Debit,1,0,USD,2023-01-01 09:00:00
521,70440,CC-AIR-110 Direct Expense,Expense,Expense,5950,Detailed direct operating expense for CC-AIR-110,Debit,1,0,USD,2023-01-01 09:00:00
522,70441,CC-AIR-110 Accrued Expense Clearing,Liability,Liability,2200,Accrued expense clearing account for CC-AIR-110,Credit,1,0,USD,2023-01-01 09:00:00
523,70442,CC-AIR-110 Budget Variance Clearing,Other,Other,6000,Budget variance tracking for CC-AIR-110,Debit,1,0,USD,2023-01-01 09:00:00
524,70443,CC-AIR-115 Direct Expense,Expense,Expense,5950,Detailed direct operating expense for CC-AIR-115,Debit,1,0,USD,2023-01-01 09:00:00
525,70444,CC-AIR-115 Accrued Expense Clearing,Liability,Liability,2200,Accrued expense clearing account for CC-AIR-115,Credit,1,0,USD,2023-01-01 09:00:00
526,70445,CC-AIR-115 Budget Variance Clearing,Other,Other,6000,Budget variance tracking for CC-AIR-115,Debit,1,0,USD,2023-01-01 09:00:00
527,70446,CC-AIR-120 Direct Expense,Expense,Expense,5950,Detailed direct operating expense for CC-AIR-120,Debit,1,0,USD,2023-01-01 09:00:00
528,70447,CC-AIR-120 Accrued Expense Clearing,Liability,Liability,2200,Accrued expense clearing account for CC-AIR-120,Credit,1,0,USD,2023-01-01 09:00:00
529,70448,CC-AIR-120 Budget Variance Clearing,Other,Other,6000,Budget variance tracking for CC-AIR-120,Debit,1,0,USD,2023-01-01 09:00:00
530,70449,CC-AIR-125 Direct Expense,Expense,Expense,5950,Detailed direct operating expense for CC-AIR-125,Debit,1,0,USD,2023-01-01 09:00:00
531,70450,CC-AIR-125 Accrued Expense Clearing,Liability,Liability,2200,Accrued expense clearing account for CC-AIR-125,Credit,1,0,USD,2023-01-01 09:00:00
532,70451,CC-AIR-125 Budget Variance Clearing,Other,Other,6000,Budget variance tracking for CC-AIR-125,Debit,1,0,USD,2023-01-01 09:00:00
533,70452,CC-AIR-130 Direct Expense,Expense,Expense,5950,Detailed direct operating expense for CC-AIR-130,Debit,1,0,USD,2023-01-01 09:00:00
534,70453,CC-AIR-130 Accrued Expense Clearing,Liability,Liability,2200,Accrued expense clearing account for CC-AIR-130,Credit,1,0,USD,2023-01-01 09:00:00
535,70454,CC-AIR-130 Budget Variance Clearing,Other,Other,6000,Budget variance tracking for CC-AIR-130,Debit,1,0,USD,2023-01-01 09:00:00
536,70455,CC-AIR-135 Direct Expense,Expense,Expense,5950,Detailed direct operating expense for CC-AIR-135,Debit,1,0,USD,2023-01-01 09:00:00
537,70456,CC-AIR-135 Accrued Expense Clearing,Liability,Liability,2200,Accrued expense clearing account for CC-AIR-135,Credit,1,0,USD,2023-01-01 09:00:00
538,70457,CC-AIR-135 Budget Variance Clearing,Other,Other,6000,Budget variance tracking for CC-AIR-135,Debit,1,0,USD,2023-01-01 09:00:00
539,70458,CC-AIR-140 Direct Expense,Expense,Expense,5950,Detailed direct operating expense for CC-AIR-140,Debit,1,0,USD,2023-01-01 09:00:00
540,70459,CC-AIR-140 Accrued Expense Clearing,Liability,Liability,2200,Accrued expense clearing account for CC-AIR-140,Credit,1,0,USD,2023-01-01 09:00:00
541,70460,CC-AIR-140 Budget Variance Clearing,Other,Other,6000,Budget variance tracking for CC-AIR-140,Debit,1,0,USD,2023-01-01 09:00:00
542,70461,CC-AIR-145 Direct Expense,Expense,Expense,5950,Detailed direct operating expense for CC-AIR-145,Debit,1,0,USD,2023-01-01 09:00:00
543,70462,CC-AIR-145 Accrued Expense Clearing,Liability,Liability,2200,Accrued expense clearing account for CC-AIR-145,Credit,1,0,USD,2023-01-01 09:00:00
544,70463,CC-AIR-145 Budget Variance Clearing,Other,Other,6000,Budget variance tracking for CC-AIR-145,Debit,1,0,USD,2023-01-01 09:00:00
545,70464,CC-AIR-150 Direct Expense,Expense,Expense,5950,Detailed direct operating expense for CC-AIR-150,Debit,1,0,USD,2023-01-01 09:00:00
546,70465,CC-AIR-150 Accrued Expense Clearing,Liability,Liability,2200,Accrued expense clearing account for CC-AIR-150,Credit,1,0,USD,2023-01-01 09:00:00
547,70466,CC-AIR-150 Budget Variance Clearing,Other,Other,6000,Budget variance tracking for CC-AIR-150,Debit,1,0,USD,2023-01-01 09:00:00
548,70467,CC-AIR-155 Direct Expense,Expense,Expense,5950,Detailed direct operating expense for CC-AIR-155,Debit,1,0,USD,2023-01-01 09:00:00
549,70468,CC-AIR-155 Accrued Expense Clearing,Liability,Liability,2200,Accrued expense clearing account for CC-AIR-155,Credit,1,0,USD,2023-01-01 09:00:00
550,70469,CC-AIR-155 Budget Variance Clearing,Other,Other,6000,Budget variance tracking for CC-AIR-155,Debit,1,0,USD,2023-01-01 09:00:00
551,70470,CC-AIR-160 Direct Expense,Expense,Expense,5950,Detailed direct operating expense for CC-AIR-160,Debit,1,0,USD,2023-01-01 09:00:00
552,70471,CC-AIR-160 Accrued Expense Clearing,Liability,Liability,2200,Accrued expense clearing account for CC-AIR-160,Credit,1,0,USD,2023-01-01 09:00:00
553,70472,CC-AIR-160 Budget Variance Clearing,Other,Other,6000,Budget variance tracking for CC-AIR-160,Debit,1,0,USD,2023-01-01 09:00:00
554,70473,CC-AIR-165 Direct Expense,Expense,Expense,5950,Detailed direct operating expense for CC-AIR-165,Debit,1,0,USD,2023-01-01 09:00:00
555,70474,CC-AIR-165 Accrued Expense Clearing,Liability,Liability,2200,Accrued expense clearing account for CC-AIR-165,Credit,1,0,USD,2023-01-01 09:00:00
556,70475,CC-AIR-165 Budget Variance Clearing,Other,Other,6000,Budget variance tracking for CC-AIR-165,Debit,1,0,USD,2023-01-01 09:00:00
557,70476,CC-AIR-170 Direct Expense,Expense,Expense,5950,Detailed direct operating expense for CC-AIR-170,Debit,1,0,USD,2023-01-01 09:00:00
558,70477,CC-AIR-170 Accrued Expense Clearing,Liability,Liability,2200,Accrued expense clearing account for CC-AIR-170,Credit,1,0,USD,2023-01-01 09:00:00
559,70478,CC-AIR-170 Budget Variance Clearing,Other,Other,6000,Budget variance tracking for CC-AIR-170,Debit,1,0,USD,2023-01-01 09:00:00
560,70479,CC-AIR-175 Direct Expense,Expense,Expense,5950,Detailed direct operating expense for CC-AIR-175,Debit,1,0,USD,2023-01-01 09:00:00
561,70480,CC-AIR-175 Accrued Expense Clearing,Liability,Liability,2200,Accrued expense clearing account for CC-AIR-175,Credit,1,0,USD,2023-01-01 09:00:00
562,70481,CC-AIR-175 Budget Variance Clearing,Other,Other,6000,Budget variance tracking for CC-AIR-175,Debit,1,0,USD,2023-01-01 09:00:00
563,70482,CC-AIR-180 Direct Expense,Expense,Expense,5950,Detailed direct operating expense for CC-AIR-180,Debit,1,0,USD,2023-01-01 09:00:00
564,70483,CC-AIR-180 Accrued Expense Clearing,Liability,Liability,2200,Accrued expense clearing account for CC-AIR-180,Credit,1,0,USD,2023-01-01 09:00:00
565,70484,CC-AIR-180 Budget Variance Clearing,Other,Other,6000,Budget variance tracking for CC-AIR-180,Debit,1,0,USD,2023-01-01 09:00:00
566,70485,CC-AIR-185 Direct Expense,Expense,Expense,5950,Detailed direct operating expense for CC-AIR-185,Debit,1,0,USD,2023-01-01 09:00:00
567,70486,CC-AIR-185 Accrued Expense Clearing,Liability,Liability,2200,Accrued expense clearing account for CC-AIR-185,Credit,1,0,USD,2023-01-01 09:00:00
568,70487,CC-AIR-185 Budget Variance Clearing,Other,Other,6000,Budget variance tracking for CC-AIR-185,Debit,1,0,USD,2023-01-01 09:00:00
569,70488,CC-AIR-190 Direct Expense,Expense,Expense,5950,Detailed direct operating expense for CC-AIR-190,Debit,1,0,USD,2023-01-01 09:00:00
570,70489,CC-AIR-190 Accrued Expense Clearing,Liability,Liability,2200,Accrued expense clearing account for CC-AIR-190,Credit,1,0,USD,2023-01-01 09:00:00
571,70490,CC-AIR-190 Budget Variance Clearing,Other,Other,6000,Budget variance tracking for CC-AIR-190,Debit,1,0,USD,2023-01-01 09:00:00
572,70491,CC-AIR-195 Direct Expense,Expense,Expense,5950,Detailed direct operating expense for CC-AIR-195,Debit,1,0,USD,2023-01-01 09:00:00
